Well Name,Bit RPM (RPM),Bit Torque (kft_lb),Depth of Cut (in),Gamma (api),Mechanical Specific Energy (ksi),On Bottom ROP (ft_per_hr),Rotary RPM (RPM),Total Pump Output (gal_per_min),Weight on Bit (klbs)
Well 4,284,8,0.308,104.9496,35.4,437.29,111.88,689.25,47.4
Well 4,284,8,0.309,105.17039999999999,35.4,438.21,111.82,689.13,47.4
Well 4,284,8,0.307,104.3712,36.0,434.88,111.79,688.53,47.3
Well 4,284,8,0.301,115.13610000000001,36.3,426.43,111.96,689.19,46.9
Well 4,284,8,0.306,117.1665,35.9,433.95,111.93,689.96,47.0
Well 4,284,8,0.31,114.02560000000001,35.6,438.56,112.02,688.48,46.9
Well 4,284,8,0.31,105.20159999999998,35.5,438.34,111.88,688.6,47.0
Well 4,284,8,0.306,104.03999999999999,36.3,433.5,111.88,688.6,46.7
Well 4,284,8,0.302,102.5376,36.5,427.24,112.02,688.6,47.7
Well 4,284,8,0.302,102.6048,36.3,427.52,112.07,687.95,47.0
Well 4,284,8,0.3,101.99759999999999,36.8,424.99,111.96,688.6,47.0
Well 4,284,8,0.299,93.1678,36.7,423.49,112.04,687.83,47.1
Well 4,284,8,0.304,107.3825,36.5,429.53,111.96,688.6,48.7
Well 4,284,8,0.303,115.9731,37.3,429.53,111.96,688.6,48.3
Well 4,284,8,0.294,108.26660000000001,39.0,416.41,111.96,688.54,46.1
Well 4,284,8,0.312,106.16879999999999,35.9,442.37,111.96,689.31,46.8
Well 4,284,8,0.313,97.4468,34.7,442.94,111.96,689.25,46.8
Well 4,284,8,0.308,108.9525,36.3,435.81,112.02,687.95,46.7
Well 4,284,8,0.297,105.395,36.5,421.58,112.02,688.48,46.5
Well 4,284,8,0.301,106.7225,36.5,426.89,111.99,687.83,46.5
Well 4,284,8,0.306,108.305,36.3,433.22,112.02,689.9,46.5
Well 4,284,8,0.308,96.03,35.8,436.5,111.99,689.19,46.6
Well 4,284,8,0.308,109.1675,35.9,436.67,111.96,689.25,46.9
Well 4,289,9,0.306,112.54360000000001,39.9,432.86,112.02,710.32,47.0
Well 4,289,9,0.324,102.45840000000001,39.4,465.72,112.04,706.95,47.2
Well 4,285,4,0.178,129.3564,35.8,253.64,113.19,688.04,28.9
Well 4,285,4,0.249,134.1856,28.9,353.12,113.16,685.9,30.8
Well 4,284,5,0.284,108.42120000000001,22.9,401.56,113.22,683.95,33.0
Well 4,283,5,0.285,124.9424,29.0,403.04,112.91,682.59,32.5
Well 4,284,5,0.232,130.912,37.6,327.28,113.14,683.24,29.1
Well 4,285,5,0.162,123.6006,38.2,228.89,113.47,688.04,25.5
Well 4,286,4,0.143,111.71600000000001,36.8,203.12,113.58,688.69,24.0
Well 4,286,4,0.14,103.792,34.4,199.6,113.47,689.46,23.9
Well 4,286,3,0.14,103.94279999999999,32.5,199.89,113.56,690.82,23.9
Well 4,286,3,0.14,104.0364,31.9,200.07,113.56,690.82,26.7
Well 4,286,3,0.141,100.26,32.2,200.52,113.42,690.11,26.9
Well 4,286,3,0.142,99.24459999999999,32.3,202.54,113.61,690.11,25.5
Well 4,286,3,0.142,105.26360000000001,33.6,202.43,113.61,689.46,23.5
Well 4,286,4,0.14,107.75700000000002,34.5,199.55,113.58,689.34,23.4
Well 4,286,4,0.141,108.0918,34.3,200.17,113.64,689.46,23.2
Well 4,286,4,0.141,112.0952,34.0,200.17,113.44,689.46,23.3
Well 4,286,4,0.141,112.10080000000002,34.0,200.18,113.42,689.34,23.1
Well 4,286,4,0.141,112.03920000000001,33.8,200.07,113.44,689.4,23.1
Well 4,286,4,0.182,112.13440000000001,33.5,200.24,113.53,691.59,24.9
Well 4,285,4,0.181,110.275,35.2,200.5,112.8,690.89,27.7
Well 4,284,4,0.176,104.9672,37.0,201.86,112.49,688.81,26.5
Well 4,286,4,0.174,106.159,37.1,200.3,114.31,688.74,27.0
Well 4,286,4,0.141,104.78,38.1,201.5,114.06,688.04,24.8
Well 4,286,4,0.18,106.30740000000002,37.3,200.58,113.72,690.17,25.5
Well 4,285,4,0.179,112.0336,34.1,200.06,113.05,690.82,26.5
Well 4,285,4,0.18,112.69440000000002,35.8,201.24,112.94,708.53,26.7
Well 4,288,6,0.208,125.4708,39.7,298.74,112.18,702.96,30.4
Well 4,288,6,0.223,127.852,39.1,319.63,112.27,701.66,31.4
Well 4,287,6,0.235,111.4212,37.5,337.64,112.32,700.3,32.5
Well 4,287,7,0.241,107.02130000000001,36.6,345.23,112.41,699.59,33.5
Well 4,287,7,0.243,107.8986,36.9,348.06,112.35,698.16,34.1
Well 4,287,7,0.248,110.28869999999999,36.9,355.77,112.41,698.16,35.1
Well 4,287,7,0.268,114.978,36.5,383.26,112.35,697.51,38.1
Well 4,286,7,0.299,119.5096,34.4,426.82,112.44,696.8,41.2
Well 4,286,7,0.323,115.54,31.8,462.16,112.38,696.09,43.8
Well 4,286,8,0.335,109.8296,30.7,477.52,112.46,693.37,46.4
Well 4,285,8,0.335,109.8411,32.7,477.57,112.35,691.94,47.0
Well 4,285,8,0.323,119.4544,36.0,459.44,112.35,691.29,47.1
Well 4,285,8,0.3,119.2184,37.6,425.78,112.24,691.3,47.0
Well 4,285,8,0.287,114.41360000000002,38.5,408.62,112.21,691.41,47.2
Well 4,285,8,0.286,117.96329999999999,39.2,406.77,112.3,691.29,46.6
Well 4,285,8,0.287,102.18,37.5,408.72,112.3,691.29,46.8
Well 4,285,8,0.287,110.25450000000001,37.8,408.35,112.35,690.58,46.3
Well 4,288,8,0.286,109.8036,39.9,406.68,112.21,704.14,46.5
Well 4,288,9,0.308,106.152,39.2,442.3,112.27,701.42,45.3
Well 4,288,9,0.307,105.75359999999999,38.8,440.64,112.35,701.36,46.8
Well 4,287,9,0.299,103.2264,39.1,430.11,112.27,700.71,47.6
Well 4,288,9,0.3,120.65480000000002,39.5,430.91,112.35,701.3,48.6
Well 4,287,9,0.304,95.9024,39.4,435.92,112.32,700.71,46.7
Well 4,287,9,0.314,117.01820000000001,38.7,450.07,112.24,700.65,47.3
Well 4,286,2,0.245,156.861,10.4,348.58,111.62,697.07,30.3
Well 4,285,3,0.407,160.9944,11.2,574.98,111.68,690.2,35.6
Well 4,287,7,0.268,115.16999999999999,39.5,383.9,111.54,702.67,35.3
Well 4,287,7,0.297,110.6872,35.1,425.72,111.51,700.65,36.8
Well 4,286,8,0.319,104.581,33.1,454.7,111.46,699.95,39.2
Well 4,286,8,0.331,103.9038,32.6,472.29,111.71,697.22,41.6
Well 4,286,8,0.341,107.0586,32.4,486.63,111.6,696.63,45.1
Well 4,285,8,0.347,103.6518,32.8,493.58,111.6,695.2,49.3
Well 4,285,9,0.346,117.9288,37.6,491.37,111.54,694.55,49.5
Well 4,288,9,0.325,116.935,38.1,467.74,111.54,705.87,46.0
Well 4,288,9,0.327,108.1483,37.9,470.21,111.57,704.57,46.5
Well 4,287,9,0.325,111.55199999999999,39.8,464.8,111.43,703.27,47.2
Well 4,287,8,0.334,124.4984,38.0,478.84,113.02,698.01,49.0
Well 4,288,8,0.319,109.7568,38.2,457.32,113.05,700.67,45.5
Well 4,288,8,0.335,105.6858,34.6,480.39,113.11,700.67,45.9
Well 4,288,8,0.334,105.5362,34.5,479.71,113.08,699.31,46.8
Well 4,288,8,0.324,102.421,35.4,465.55,113.05,699.25,47.9
Well 4,288,8,0.322,111.0528,35.4,462.72,113.16,698.66,48.2
Well 4,288,8,0.321,115.02,37.1,460.08,113.25,699.31,48.2
Well 4,288,8,0.305,118.31400000000001,38.7,438.2,113.08,699.26,46.9
Well 4,288,8,0.288,111.8502,39.1,414.26,113.05,700.02,47.6
Well 4,288,8,0.291,100.452,39.0,418.55,113.14,700.02,47.2
Well 4,288,8,0.298,106.835,38.6,427.34,113.08,698.66,47.0
Well 4,288,8,0.301,103.8192,38.3,432.58,113.19,699.31,47.2
Well 4,288,8,0.302,103.9152,38.5,432.98,113.14,699.25,46.5
Well 4,288,8,0.299,103.14719999999998,38.7,429.78,113.11,697.95,46.8
Well 4,288,9,0.31,98.131,38.5,446.05,113.16,698.66,46.1
Well 4,288,9,0.324,102.16799999999999,37.3,464.4,113.08,700.02,46.7
Well 4,288,8,0.328,103.7124,35.7,471.42,113.25,699.31,47.1
Well 4,288,8,0.328,103.6354,35.3,471.07,113.11,699.31,47.4
Well 4,288,8,0.324,107.00750000000001,36.1,465.25,113.25,699.31,47.5
Well 4,288,8,0.316,104.37400000000001,37.1,453.8,113.11,699.31,47.0
Well 4,288,8,0.308,105.7944,38.0,440.81,113.14,698.61,46.9
Well 4,288,8,0.301,103.98479999999999,38.4,433.27,113.08,698.61,46.8
Well 4,288,8,0.302,104.03999999999999,38.2,433.5,113.08,699.31,47.1
Well 4,288,8,0.298,107.065,38.9,428.26,113.08,699.31,47.0
Well 4,288,8,0.297,106.8075,39.3,427.23,113.36,699.31,47.2
Well 4,288,9,0.306,109.7425,38.6,438.97,113.22,699.31,46.9
Well 4,288,9,0.308,106.20719999999999,37.9,442.53,113.14,698.61,47.0
Well 4,288,9,0.31,106.73039999999999,37.6,444.71,113.14,698.6,47.4
Well 4,288,8,0.31,106.73039999999999,37.4,444.71,113.14,699.31,47.0
Well 4,288,8,0.306,110.07,39.4,440.28,113.22,699.97,49.0
Well 4,288,8,0.331,104.8388,37.0,476.54,113.28,699.31,46.5
Well 4,288,8,0.332,104.90259999999999,35.7,476.83,113.22,698.61,46.6
Well 4,288,8,0.321,110.46239999999999,37.6,460.26,113.16,699.31,46.1
Well 4,288,8,0.304,104.9064,38.0,437.11,113.22,699.31,46.9
Well 4,288,8,0.306,101.24140000000001,38.0,440.18,113.3,698.66,46.2
Well 4,288,8,0.315,103.9945,37.7,452.15,113.25,699.97,46.5
Well 4,288,8,0.318,100.573,36.4,457.15,113.3,699.31,47.2
Well 4,288,8,0.318,95.98889999999999,36.6,457.09,113.11,697.95,47.0
Well 4,288,9,0.316,99.8118,36.8,453.69,113.11,699.25,47.2
Well 4,288,9,0.319,100.86340000000001,36.8,458.47,113.25,698.66,48.4
Well 4,288,9,0.323,102.0294,36.3,463.77,113.19,697.89,48.5
Well 4,288,9,0.324,106.90400000000001,36.3,464.8,113.16,698.66,47.7
Well 4,288,9,0.323,106.4141,37.3,462.67,113.16,697.95,47.1
Well 4,288,9,0.315,108.5424,37.5,452.26,113.16,698.66,47.3
Well 4,288,9,0.32,110.2128,37.0,459.22,113.11,697.89,47.4
Well 4,288,9,0.32,105.71260000000001,37.2,459.62,113.22,697.24,47.0
Well 4,288,9,0.316,104.09800000000001,37.5,452.6,113.22,697.89,46.9
Well 4,288,9,0.315,103.8059,37.4,451.33,113.08,695.88,46.4
Well 4,288,9,0.322,106.5314,37.2,463.18,113.14,698.01,47.3
Well 4,288,9,0.323,102.1394,36.7,464.27,113.14,697.89,47.1
Well 4,288,9,0.317,113.7675,38.6,455.07,113.19,697.89,48.0
Well 4,288,9,0.3,107.5825,39.2,430.33,113.28,698.66,47.0
Well 4,288,9,0.305,109.8,39.2,439.2,113.14,698.61,47.5
Well 4,288,9,0.311,107.28479999999999,37.6,447.02,113.25,699.31,47.8
Well 4,288,9,0.31,102.3385,38.9,444.95,113.16,698.66,47.9
Well 4,288,9,0.298,106.69,39.4,426.76,113.11,699.31,46.6
Well 4,288,9,0.31,111.4775,38.9,445.91,113.25,697.95,47.1
Well 4,288,9,0.314,108.2664,37.4,451.11,113.14,698.66,50.5
Well 4,288,8,0.31,111.195,39.9,444.78,113.3,700.02,46.5
Well 4,288,8,0.31,106.9824,37.5,445.76,113.28,700.02,47.3
Well 4,288,8,0.302,108.6075,39.2,434.43,113.28,700.02,49.1
Well 4,288,8,0.288,107.35660000000001,39.7,412.91,113.25,700.02,48.5
Well 4,288,8,0.286,106.9042,39.7,411.17,113.16,700.02,47.0
Well 4,288,8,0.301,108.1,39.9,432.4,113.22,699.37,47.0
Well 4,288,8,0.304,104.71919999999999,38.1,436.33,113.11,699.31,46.5
Well 4,286,3,0.137,107.21700000000001,30.9,194.94,113.36,691.68,21.8
Well 4,286,3,0.14,107.4114,30.2,198.91,113.39,690.25,22.1
Well 4,286,3,0.14,95.9184,30.8,199.83,113.33,689.55,22.3
Well 4,286,3,0.141,98.147,31.2,200.3,113.39,689.55,22.4
Well 4,286,3,0.141,98.1715,31.4,200.35,113.36,689.55,22.6
Well 4,285,3,0.141,92.0552,32.3,200.12,113.39,688.89,26.7
Well 4,285,3,0.142,102.7089,32.3,201.39,113.44,688.83,26.3
Well 4,285,3,0.184,102.8568,31.8,201.68,113.19,690.91,28.2
Well 4,285,4,0.181,98.50959999999999,34.9,201.04,112.69,689.55,27.3
Well 4,284,4,0.179,96.6384,35.4,201.33,112.18,688.24,26.7
Well 4,283,4,0.176,104.33279999999999,35.0,200.64,111.82,687.47,26.9
Well 4,284,4,0.143,104.6344,35.3,201.22,111.76,687.53,24.8
Well 4,283,4,0.175,109.846,33.7,199.72,111.06,689.55,25.7
Well 4,284,4,0.173,110.352,33.7,200.64,111.82,688.77,26.4
Well 4,283,4,0.18,96.5568,33.7,201.16,111.34,689.55,27.0
Well 4,284,4,0.177,104.8684,35.8,201.67,112.58,688.89,27.9
Well 4,283,4,0.181,109.17720000000001,35.8,202.18,112.16,688.89,26.6
Well 4,284,4,0.177,108.43740000000001,35.2,200.81,112.72,688.18,26.4
Well 4,284,4,0.178,104.62920000000001,35.3,201.21,112.07,707.34,26.6
Well 4,286,1,0.179,175.8327,8.1,254.83,111.65,697.99,32.3
Well 4,285,2,0.252,132.40079999999998,11.3,357.84,111.51,691.77,40.5
Well 4,284,4,0.382,193.69799999999998,33.4,538.05,111.85,686.38,46.3
Well 4,281,4,0.214,123.0533,35.9,300.13,111.32,679.62,37.3
Well 4,281,4,0.235,98.997,26.8,329.99,111.2,679.62,40.9
Well 4,281,4,0.244,88.9824,24.9,342.24,111.23,679.68,41.9
Well 4,281,5,0.248,90.3292,25.2,347.42,111.23,677.55,42.2
Well 4,281,5,0.252,84.8304,25.4,353.46,111.26,677.55,41.5
Well 4,280,5,0.263,88.38,25.6,368.25,111.29,676.24,42.9
Well 4,280,5,0.282,90.7005,25.1,394.35,111.34,676.24,44.9
Well 4,280,5,0.298,87.46919999999999,24.3,416.52,111.32,675.53,46.6
Well 4,283,6,0.299,83.524,26.9,417.62,111.26,687.16,47.2
Well 4,288,7,0.287,97.2744,33.7,405.31,111.4,705.7,47.9
Well 4,288,9,0.331,95.21600000000001,38.5,476.08,111.4,704.46,46.3
Well 4,288,9,0.334,86.265,37.1,479.25,111.37,705.23,46.4
Well 4,287,9,0.326,88.5533,39.2,466.07,111.37,704.47,46.1
Well 4,288,9,0.313,89.93400000000001,39.2,449.67,111.37,705.83,46.7
Well 4,288,9,0.321,92.154,38.1,460.77,111.4,705.89,46.1
Well 4,288,9,0.32,91.94600000000001,38.0,459.73,111.37,705.89,46.9
Well 4,288,9,0.316,86.2258,37.9,453.82,111.37,705.23,47.3
Well 4,288,9,0.316,90.74000000000001,38.4,453.7,111.43,705.23,48.5
Well 4,288,9,0.313,94.185,38.7,448.5,111.34,705.11,48.2
Well 4,288,9,0.317,95.4891,38.5,454.71,111.48,705.18,48.0
Well 4,288,9,0.316,99.7964,39.3,453.62,111.34,705.23,47.2
Well 4,287,9,0.307,96.89020000000001,39.8,440.41,111.37,704.41,47.3
Well 4,287,9,0.316,99.91520000000001,39.6,454.16,111.37,704.41,47.2
Well 4,288,9,0.324,102.3704,38.2,465.32,111.46,705.11,47.5
Well 4,287,9,0.324,93.04,38.0,465.2,111.37,703.81,48.1
Well 4,287,9,0.321,96.6903,38.6,460.43,111.48,704.53,47.4
Well 4,287,9,0.318,86.56400000000001,38.7,455.6,111.34,703.87,48.6
Well 4,288,9,0.317,86.3113,39.1,454.27,111.46,704.58,46.7
Well 4,287,9,0.322,97.07669999999999,39.1,462.27,111.54,703.75,47.5
Well 4,287,9,0.331,94.952,38.2,474.76,111.34,703.87,48.0
Well 4,287,9,0.331,94.79,38.6,473.95,111.37,703.81,47.3
Well 4,287,9,0.324,93.05000000000001,38.6,465.25,111.34,703.75,48.1
Well 4,287,9,0.336,96.572,38.1,482.86,111.34,703.87,48.0
Well 4,287,9,0.337,96.56200000000001,37.8,482.81,111.34,703.87,47.5
Well 4,287,9,0.327,93.68400000000001,38.6,468.42,111.34,703.93,47.3
Well 4,287,9,0.322,92.40800000000002,38.6,462.04,111.43,703.87,48.0
Well 4,288,9,0.322,87.8978,38.6,462.62,111.34,705.23,47.2
Well 4,287,9,0.317,91.07400000000001,39.6,455.37,111.37,703.75,49.7
Well 4,288,9,0.321,105.9932,38.7,460.84,111.43,704.58,46.2
Well 4,287,9,0.315,108.49919999999999,39.9,452.08,111.37,704.58,46.5
Well 4,287,9,0.315,108.5136,39.8,452.14,111.37,703.87,46.4
Well 4,287,9,0.324,88.2132,38.8,464.28,111.37,703.87,48.8
Well 4,287,9,0.323,106.42560000000002,38.8,462.72,111.34,704.46,49.8
Well 4,288,9,0.316,108.6384,39.9,452.66,111.34,705.18,48.4
Well 4,288,9,0.313,112.2575,39.9,449.03,111.46,705.23,48.1
Well 4,289,7,0.277,191.3664,37.0,398.68,112.63,706.17,30.9
Well 4,288,7,0.295,178.4664,34.5,424.92,112.55,702.8,32.8
Well 4,288,8,0.305,174.98800000000003,34.7,437.47,112.69,702.85,34.2
Well 4,288,8,0.309,173.3043,34.9,444.37,112.52,700.72,35.9
Well 4,287,8,0.313,170.28560000000002,35.6,448.12,112.55,699.3,37.7
Well 4,287,8,0.314,112.3875,36.2,449.55,112.58,698.76,39.1
Well 4,287,8,0.314,112.5325,36.6,450.13,112.52,698.11,44.5
Well 4,287,9,0.314,112.4025,36.9,449.61,112.49,698.06,45.2
Well 4,287,9,0.313,107.49359999999999,37.5,447.89,112.55,698.11,46.1
Well 4,287,9,0.313,107.5896,37.8,448.29,112.63,696.63,44.2
Well 4,287,9,0.328,112.83599999999998,37.5,470.15,112.49,696.63,45.3
Well 4,286,9,0.341,112.19630000000001,36.4,487.81,112.49,695.98,46.2
Well 4,286,9,0.341,107.3182,37.0,487.81,112.52,695.33,46.3
Well 4,286,9,0.334,109.6295,38.4,476.65,112.49,695.33,46.5
Well 4,286,9,0.323,106.1082,39.5,461.34,112.52,695.33,46.9
Well 4,287,6,0.189,113.5764,39.6,270.42,111.32,702.63,28.6
Well 4,282,3,0.174,172.8424,25.5,243.44,110.11,685.81,17.8
Well 4,281,3,0.183,112.4552,21.3,255.58,109.94,683.02,19.1
Well 4,283,3,0.183,115.065,28.3,255.7,110.34,693.62,19.2
Well 4,283,4,0.165,127.5395,35.8,231.89,110.53,690.26,18.2
Well 4,283,4,0.132,108.0888,36.3,186.36,110.48,690.96,17.0
Well 4,286,3,0.125,109.59740000000001,36.3,176.77,110.48,703.19,16.0
Well 4,283,3,0.103,129.98700000000002,34.3,144.43,110.22,690.65,16.7
Well 4,283,6,0.237,117.16599999999998,36.5,334.76,109.52,695.48,29.7
Well 4,283,6,0.243,106.49119999999999,35.5,343.52,109.44,694.77,30.6
Well 4,283,7,0.246,104.124,35.8,347.08,109.44,694.83,31.2
Well 4,283,7,0.248,101.2013,36.1,348.97,109.44,692.7,31.9
Well 4,283,7,0.248,108.45039999999999,36.3,349.84,109.47,693.47,32.4
Well 4,283,7,0.249,108.6457,36.8,350.47,109.55,692.7,33.2
Well 4,283,7,0.258,112.9795,37.0,364.45,109.52,692.04,35.0
Well 4,282,7,0.286,120.729,35.8,402.43,109.52,691.39,37.3
Well 4,282,7,0.315,119.72070000000001,33.0,443.41,109.55,690.03,40.2
Well 4,282,7,0.334,117.5825,31.1,470.33,109.58,688.61,42.2
Well 4,282,8,0.344,111.2073,30.2,483.51,109.52,688.02,44.0
Well 4,281,8,0.348,117.23039999999999,30.9,488.46,109.47,686.59,49.1
Well 4,281,8,0.344,130.2075,35.2,482.25,109.44,686.59,47.9
Well 4,281,8,0.308,124.66519999999998,38.7,429.88,109.47,685.94,47.3
Well 4,281,8,0.291,102.0325,38.8,408.13,109.5,685.17,45.8
Well 4,281,8,0.311,104.772,37.7,436.55,109.5,685.94,46.5
Well 4,281,8,0.331,115.925,35.2,463.7,109.47,685.94,46.5
Well 4,281,8,0.342,114.9744,33.2,479.06,109.5,685.29,49.8
Well 4,281,8,0.342,115.15679999999999,32.6,479.82,109.61,685.23,48.3
Well 4,281,8,0.34,104.8146,33.4,476.43,109.47,685.17,48.9
Well 4,281,8,0.333,116.56,34.5,466.24,109.47,684.58,47.8
Well 4,281,8,0.322,112.865,35.0,451.46,109.47,684.58,46.5
Well 4,281,8,0.33,115.725,35.0,462.9,109.5,685.94,46.7
Well 4,281,8,0.336,112.7808,33.6,469.92,109.47,684.58,47.2
Well 4,281,8,0.335,112.4904,34.1,468.71,109.47,684.58,47.3
Well 4,281,8,0.326,109.70400000000001,34.4,457.1,109.47,684.58,47.2
Well 4,281,8,0.328,105.7149,34.3,459.63,109.52,684.58,47.9
Well 4,281,8,0.328,105.6298,34.8,459.26,109.5,684.58,46.8
Well 4,280,8,0.321,108.0192,34.9,450.08,109.47,683.93,47.0
Well 4,281,8,0.33,111.1464,34.9,463.11,109.47,684.64,47.5
Well 4,283,5,0.263,199.6596,30.9,369.74,111.88,687.17,33.5
Well 4,282,5,0.26,164.8035,30.3,366.23,111.09,684.39,28.0
Well 4,282,5,0.242,156.7174,30.9,340.69,111.23,683.74,31.1
Well 4,282,5,0.31,170.079,27.3,436.1,111.26,683.03,33.6
Well 4,281,6,0.348,151.3172,22.8,488.12,111.2,680.36,36.8
Well 4,286,6,0.363,139.51710000000003,22.6,516.73,111.15,697.57,41.0
Well 4,288,7,0.375,139.6226,25.7,537.01,111.23,707.74,44.9
Well 4,287,8,0.383,136.6825,28.3,546.73,111.15,701.47,46.4
Well 4,286,8,0.384,142.12120000000002,31.4,546.62,111.09,698.16,49.3
Well 4,285,9,0.366,135.148,37.2,519.8,111.01,696.02,49.2
Well 4,285,9,0.355,111.0406,36.4,504.73,111.2,694.72,46.0
Well 4,285,9,0.358,101.53200000000001,34.7,507.66,111.04,694.72,46.0
Well 4,285,9,0.349,104.06129999999999,36.8,495.53,111.29,694.72,46.2
Well 4,285,9,0.332,113.1432,37.1,471.43,111.09,694.07,46.5
Well 4,284,9,0.338,115.3056,36.8,480.44,111.06,693.41,46.9
Well 4,285,9,0.341,116.3136,36.2,484.64,111.12,694.72,46.9
Well 4,285,9,0.341,116.1888,36.2,484.12,111.29,694.07,46.4
Well 4,285,9,0.338,115.008,36.5,479.2,111.12,694.72,45.9
Well 4,285,9,0.345,117.6768,36.4,490.32,111.32,694.07,47.5
Well 4,285,9,0.352,109.9648,35.4,499.84,111.09,694.72,47.2
Well 4,285,9,0.351,109.8922,36.2,499.51,111.12,694.07,46.5
Well 4,285,9,0.342,116.6352,36.7,485.98,111.09,694.72,46.8
Well 4,285,9,0.344,117.53039999999999,36.7,489.71,111.12,694.07,47.2
Well 4,285,9,0.352,119.904,35.8,499.6,111.09,693.36,47.4
Well 4,285,9,0.352,124.9725,35.9,499.89,111.09,694.07,47.4
Well 4,285,9,0.346,122.86,36.9,491.44,111.15,693.36,46.9
Well 4,284,9,0.337,119.7125,37.0,478.85,111.12,693.36,47.5
Well 4,284,9,0.343,116.8152,36.6,486.73,111.06,693.41,47.2
Well 4,285,9,0.343,116.71679999999999,37.0,486.32,111.12,694.07,47.0
Well 4,284,9,0.337,115.032,37.3,479.3,111.09,693.41,47.2
Well 4,284,9,0.348,108.82520000000001,37.0,494.66,111.09,693.29,47.1
Well 4,284,9,0.349,108.83840000000001,36.8,494.72,111.09,693.36,46.6
Well 4,284,9,0.342,106.6758,37.1,484.89,111.12,693.41,47.6
Well 4,284,9,0.355,101.016,36.9,505.08,111.15,692.71,47.7
Well 4,284,9,0.359,122.076,36.1,508.65,111.12,693.36,48.1
Well 4,284,9,0.35,123.7525,38.5,495.01,111.2,693.41,47.8
Well 4,284,9,0.329,121.62540000000001,38.9,467.79,111.18,692.71,47.1
Well 4,284,9,0.335,118.8175,38.4,475.27,111.18,693.41,49.7
Well 4,284,9,0.337,124.3944,39.9,478.44,111.2,693.41,46.5
Well 4,284,9,0.36,122.58479999999999,36.9,510.77,111.12,693.29,46.8
Well 4,285,9,0.36,112.5476,35.0,511.58,111.12,694.07,46.9
Well 4,285,9,0.355,116.0235,36.2,504.45,111.09,692.71,46.9
Well 4,285,9,0.345,112.5436,36.4,489.32,111.12,694.07,46.7
Well 4,284,9,0.342,106.8782,37.0,485.81,111.09,693.36,46.2
Well 4,284,9,0.336,104.852,37.9,476.6,111.15,692.71,46.1
Well 4,285,9,0.342,106.7616,37.8,485.28,111.12,694.07,46.7
Well 4,284,9,0.356,101.268,36.5,506.34,111.09,693.41,47.4
Well 4,285,9,0.357,116.52260000000001,35.8,506.62,111.15,694.07,48.1
Well 4,285,9,0.349,118.6224,37.5,494.26,111.18,694.07,48.0
Well 4,284,9,0.334,118.3025,37.7,473.21,111.06,693.36,46.6
Well 4,284,9,0.337,114.8952,37.7,478.73,111.15,692.71,48.2
Well 4,285,9,0.345,107.76259999999999,37.1,489.83,111.06,694.07,46.3
Well 4,284,9,0.346,107.9254,36.4,490.57,111.12,693.36,47.2
Well 4,284,9,0.345,107.7098,36.4,489.59,111.12,692.71,47.2
Well 4,284,9,0.343,97.356,36.7,486.78,111.09,693.29,46.7
Well 4,284,9,0.34,106.205,37.3,482.75,111.15,694.07,46.6
Well 4,285,9,0.335,104.44500000000001,37.8,474.75,111.23,692.71,46.9
Well 4,285,9,0.341,116.3424,37.8,484.76,111.18,693.41,47.5
Well 4,284,9,0.346,112.8058,36.9,490.46,111.12,693.41,48.0
Well 4,284,9,0.345,117.53039999999999,38.1,489.71,111.06,693.36,47.7
Well 4,284,9,0.331,112.74,39.2,469.75,111.12,692.71,47.5
Well 4,284,9,0.326,111.0864,39.2,462.86,111.09,693.41,47.7
Well 4,285,9,0.332,113.1144,38.6,471.31,111.09,694.07,47.6
Well 4,284,9,0.332,113.088,39.0,471.2,111.09,693.36,48.3
Well 4,284,9,0.325,119.9068,39.6,461.18,111.09,693.41,49.7
Well 4,285,9,0.343,107.1708,37.9,487.14,111.12,694.07,47.0
Well 4,285,9,0.343,107.0938,38.0,486.79,111.2,694.07,46.6
Well 4,284,9,0.33,112.3992,38.9,468.33,111.06,692.64,46.2
Well 4,284,9,0.329,112.14719999999998,39.0,467.28,111.12,692.71,47.2
Well 4,284,9,0.33,112.2,38.4,467.5,111.18,693.29,46.5
Well 4,284,9,0.331,112.74,38.5,469.75,111.15,692.71,46.3
Well 4,285,9,0.337,105.2216,38.2,478.28,111.15,693.41,47.6
Well 4,284,9,0.339,105.8904,37.5,481.32,111.2,693.41,48.6
Well 4,284,9,0.339,110.5702,37.8,480.74,111.09,693.29,48.7
Well 4,284,9,0.337,109.9745,38.4,478.15,111.09,693.36,48.1
Well 4,284,9,0.331,103.345,39.2,469.75,111.06,692.71,47.9
Well 4,284,9,0.324,110.2344,39.6,459.31,111.23,692.64,47.4
Well 4,284,9,0.33,112.4088,39.5,468.37,111.23,692.71,48.5
Well 4,284,9,0.338,115.25280000000001,38.5,480.22,111.18,693.41,48.0
Well 4,285,1,0.162,119.0696,12.7,228.98,110.42,698.16,24.1
Well 4,284,3,0.269,94.605,18.8,378.42,110.7,692.71,26.4
Well 4,282,3,0.224,65.54939999999999,23.1,312.14,110.11,687.31,27.6
Well 4,281,4,0.27,72.0024,22.5,378.96,110.14,684.53,30.7
Well 4,281,4,0.301,63.1605,19.9,421.07,110.25,681.09,32.9
Well 4,280,5,0.324,113.3225,20.2,453.29,110.2,680.44,36.2
Well 4,280,5,0.344,120.1125,20.7,480.45,110.28,677.07,39.1
